Store,Address,Phone,lat,lon
ALBERMARLE FOOD CORP.,"101, ALBEMARLE RD, BROOKLYN, 11218",718-438-1492,40.64513748914075,-73.97970516315566
Y B MARKET INC.,"80, 7TH AVE, BROOKLYN, 11217",718-230-7553,40.6749503926206,-73.9751464579095
"GEM FINANCIAL SERVICES, INC.","230, FLATBUSH AVE, BROOKLYN, 11217",7189911244,40.68063478327957,-73.97497849078086
DREAMS GOURMET INC.,"170, COURT ST, BROOKLYN, 11201",718-923-1662,40.68807014240668,-73.99315978454902
GOOD GUYS AUTO ALARM & STEREO LLC,"71, 15TH ST, BROOKLYN, 11215",7189817568,40.668192572349454,-73.9947154626163
G.V.S. CONTRACTING INC.,"505, HENRY ST, BROOKLYN, 11231",7182609044,40.68439783964496,-73.99926806153613
BEST WIRELESS PROSPECT PARK INC,"209, PROSPECT PARK W, BROOKLYN, 11215",2122222292,40.66027509278027,-73.98045746170206
NEW APON GROCERY INC.,"415, CHURCH AVE, BROOKLYN, 11218",3472210101,40.6442310089074,-73.97605875983528
ONE STOP FARM CORP.,"630, CATON AVE, BROOKLYN, 11218",718-436-3410,40.64769453310428,-73.9742376864621
BA GLOBAL CONSTRUCTION CORP.,"524, MCDONALD AVE, BROOKLYN, 11218",3478493863,40.64161858742922,-73.9792161850777
"D N Y NATURAL LAND, INC.","322, FLATBUSH AVE, BROOKLYN, 11238",718-783-0038,40.67690950500978,-73.97227238061814
"THE BAD WIFE, INC.","378, 7TH AVE, BROOKLYN, 11215",917-715-7015,40.665438396909245,-73.98280613734691
SMS CONSTRUCTION SERVICES INC,"514, OCEAN PKWY, BROOKLYN, 11218",718 844-6010,40.63553476198224,-73.97263185396464
"RAHMAN, MOHAMMED M","401, CORTELYOU RD, BROOKLYN, 11218",9178926927,40.63829388797166,-73.97535107585732
"MURDAKHAYEV, MISHAIL","3924, 13TH AVE, BROOKLYN, 11218",,40.64045313785852,-73.98648787373986
DESI BAZZAR INC,"557, MCDONALD AVE, BROOKLYN, 11218",917-335-5621,40.64064690458577,-73.9790579449848
FOOD U DESIRE 2 CORP.,"423, 7TH AVE, BROOKLYN, 11215",7189651249,40.66378897879231,-73.98415464336415
VINAYAK GROCERY INC.,"2, 2ND ST, BROOKLYN, 11231",646-331-8591,40.67932539654247,-73.99506790315681
FOOD TRAIN INC.,"368, 7TH AVE, BROOKLYN, 11215",718-832-6916,40.66578694023955,-73.98251767932287
IMPEX AI INC,"99, 7TH AVE, BROOKLYN, 11215",2127319255,40.6741435405284,-73.9756694914097
472 MCDONALD AVENUE FOOD CORP.,"472, MCDONALD AVE, BROOKLYN, 11218",718-972-2600,40.642518910058996,-73.97939967525451
I FIX SCREENS PARK SLOPE LLC,"129, 5TH AVE, BROOKLYN, 11217",9178212647,40.67870050364069,-73.97889817793015
TRUE CARE SOLUTIONS LLC,"117, CHURCH AVE, BROOKLYN, 11218",7188548783,40.64303209338493,-73.97889504459401
SUNG JU KIM,"309, 7TH AVE, BROOKLYN, 11215",7184993640,40.66740339672649,-73.98114026421592
"RUNA, MOSAMMAT Z B","63, CHURCH AVE, BROOKLYN, 11218",718-686-1070,40.64218979638849,-73.98090957109605
ISAAC APPLE FARM INC,"329, CHURCH AVE, BROOKLYN, 11218",7188711009,40.64377285199227,-73.97715075838094
DWIP BANGLA GROCERY INC,"124, BEVERLEY RD, BROOKLYN, 11218",7189751090,40.64292227943636,-73.9787725648465
"MPM ENTERPRISES SEVENTH, INC.","402, 7TH AVE, BROOKLYN, 11215",718-499-4026,40.66470563112061,-73.98341909867717
3901 FOODMART CORP,"3901, FORT HAMILTON PKWY, BROOKLYN, 11218",718-370-0556,40.64308854144168,-73.9905987920763
"GREEN IVY 1, INC","244, 4TH AVE, BROOKLYN, 11215",7188523193,40.676689342795775,-73.98354590615986
RUE SAINT PAUL LLC,"313, COURT ST, BROOKLYN, 11231",9292887707,40.68342884451264,-73.9953740719024
BHAKTI 514 INC,"514, 4TH AVE, BROOKLYN, 11215",718-768-6310,40.66785746396845,-73.99081158381215
"EZ LAUNDRY OF PARK SLOPE, INC.","530, 4TH AVE, BROOKLYN, 11215",718-832-5445,40.66725090738538,-73.99131632275243
"ZUMY 833, INC.","313, 7TH AVE, BROOKLYN, 11215",718-499-2044,40.66730734249403,-73.98121959443279
WEPA LA AREPA LLC,"138, 5TH AVE, BROOKLYN, 11217",6463254373,40.67867855337849,-73.97894144846467
MAZZONE HARDWARE CORP.,"470, COURT ST, BROOKLYN, 11231",7186248494,40.677988780393626,-73.99801710607102
ARI'S FRUITLAND INC.,"4504, FORT HAMILTON PKWY, BROOKLYN, 11219",718-436-0968,40.64020953402072,-73.99493026875261
294 KIWI DELI & GROCERY INC,"294, 7TH AVE, BROOKLYN, 11215",7187688726,40.668018146010866,-73.98065345280894
414 COURT ST CONVENIENCE INC.,"414, COURT ST, BROOKLYN, 11231",3472944710,40.68000616814377,-73.99704720135338
A.R. DELI COFFEE SHOP INC.,"29, 5TH AVE, BROOKLYN, 11217",718-210-6587,40.68202124509927,-73.9766509132034
"COLON,RUFINO JR","785, UNION ST, BROOKLYN, 11215",7186696795,40.67568393631071,-73.97857106490513
KIROLOS INC.,"458, 3RD AVE, BROOKLYN, 11215",718-369-0397,40.67161507085035,-73.99090839890965
MD MOSTAFA KAMAL,"507, CORTELYOU RD, BROOKLYN, 11218",9174593048,40.63841168344365,-73.97429892026291
"CARDENAS, AVELINA","537, 5TH AVE, BROOKLYN, 11215",7187819115,40.66603201917596,-73.98890859831776
BOLLA OPERATING CORP.,"3132, FORT HAMILTON PKWY, BROOKLYN, 11218",718-436-8475,40.64795088626021,-73.97966827099452
SCOPE MANAGEMENT USA LLC,"269, OCEAN PKWY, BROOKLYN, 11218",347-481-5573,40.64273464873949,-73.9739765563837
LEMON TREE FARM INC.,"312, COURT ST, BROOKLYN, 11231",718-624-7581,40.68348648443527,-73.99536685678606
7TH AVE GOURMET INC.,"75, 7TH AVE, BROOKLYN, 11217",718-783-3806,40.67499704131703,-73.97508875892387
BEST WIRELESS PROSPECT PARK INC,"209, PROSPECT PARK W, BROOKLYN, 11215",2122222292,40.660637354329154,-73.98016900965382
"AZCUE, HENRY","496, 9TH ST, BROOKLYN, 11215",9179391475,40.66612414116295,-73.9800195889493
7TH ST DELI & GRILL CORP,"402, 5TH AVE, BROOKLYN, 11215",718-788-3207,40.67047814474788,-73.9852309060896
PETER WONG,"219, 5TH AVE, BROOKLYN, 11215",9176422672,40.675980755706505,-73.98074127178114
SUCHANA SUPERMARKET INC,"476, MCDONALD AVE, BROOKLYN, 11218",7184370818,40.642450287847936,-73.97938528307395
GIANNINO'S PIZZA CORP.,"305, COURT ST, BROOKLYN, 11231",7188526890,40.68363744308253,-73.99527310155337
CAVANAGH PROPERTIES LLC.,"350, DOUGLASS ST, BROOKLYN, 11217",917-327-6979,40.67909340805417,-73.98121627533065
SAMUEL W SIMMONDS,"336, FLATBUSH AVE, BROOKLYN, 11238",7189547745,40.67629456698762,-73.97182559516854
MAA SHAWDESH GROCERY INC,"80, CHURCH AVE, BROOKLYN, 11218",347-221-6964,40.64249159278378,-73.98014197251702
ILKE CORP.,"128-132, CHURCH AVE, BROOKLYN, 11218",7189727402,40.643026599183095,-73.9788698227227
"HARPER DESIGN BUILD, INC.","291, 8TH ST, BROOKLYN, 11215",7188324601,40.669525708697904,-73.98524193140119
PARK SLOPE BEER INC,"302, 9TH ST, BROOKLYN, 11215",917-330-4430,40.669503962701135,-73.98700108012702
GAUDIOSO CONTRACTING INC,"112, PRESIDENT ST, BROOKLYN, 11231",3477314464,40.68352497383578,-74.00265729845796
"LEWISWORKS, LLC","606A, 3RD ST, BROOKLYN, 11215",6465120177,40.668791087636926,-73.97501898147081
"ANWAR, RAFIQUL","1405, 35TH ST, BROOKLYN, 11218",9173925687,40.64136370445326,-73.98145029987582
TOMAS JANUSAS,"265, UNION ST, BROOKLYN, 11231",3109938912,40.682778392567684,-73.99720572150798
HMRS CORP.,"4019, 13TH AVE, BROOKLYN, 11218",718-851-4697,40.63990698770853,-73.98702846496315
ABDUL CONSTRUCTION & PAINTING CORP.,"210, E 7TH ST, BROOKLYN, 11218",7184383012,40.64698618695262,-73.9733947206969
BOLLA OPERATING CORP.,"378, CONEY ISLAND AVE, BROOKLYN, 11218",718-377-2493,40.64873417146325,-73.97154533528193
532 FOURTH AVENUE GROCERY-DELI CORP.,"532, 4TH AVE, BROOKLYN, 11215",718-369-3211,40.667204249155674,-73.99135598029345
P. C. RICHARDS  & SONS LONG ISLAND CORPORATION,"590, ATLANTIC AVE, BROOKLYN, 11217",631-843-1670,40.68415140263273,-73.9777318458337
M.G. EUROPEAN CORP.,"160, 14TH ST, BROOKLYN, 11215",7183999449,40.667901497815365,-73.99242288600777
KHAN MOHAMMED,"543, MCDONALD AVE, BROOKLYN, 11218",7186332220,40.64123978941298,-73.97911901460569
THE APPLIANCE BARGAIN INC.,"4103, 13TH AVE, BROOKLYN, 11219",7188536061,40.639407493618975,-73.98754381640464
"AMERICAN EAGLE SECURITY, INC.","454, E 7TH ST, BROOKLYN, 11218",7184372374,40.64048624598534,-73.9721686089709
"KADER, MOHAMMED ABDUL","3619, FORT HAMILTON PKWY, BROOKLYN, 11218",917-246-2299,40.64443329937815,-73.98854103344206
414 COURT ST CONVENIENCE INC.,"414, COURT ST, BROOKLYN, 11231",3472944710,40.68000616814377,-73.99704720135338
JUSTIN WANG DELI INC.,"3924, FORT HAMILTON PKWY, BROOKLYN, 11218",7188083186,40.64301718814375,-73.99073573027077
ART FLOCK & SCREEN INC,"1416, 38TH ST, BROOKLYN, 11218",7189071311,40.63949747894533,-73.98292812333355
"DAS, PRIYANKA","NWC, 9 STREET, BROOKLYN, 11215",917-498-4456,40.66802963150928,-73.98394456198822
"DINOSAUR RESTAURANTS, LLC","604, UNION ST, BROOKLYN, 11215",9722322265,40.67777359262449,-73.98399990016362
THE AVENUE DELI,"305, 7TH AVE, BROOKLYN, 11215",7187883131,40.66763118176015,-73.98094915060679
4TH AVE TOBACCO ROAD CORP.,"248, 4TH AVE, BROOKLYN, 11215",347-735-2305,40.67659054069723,-73.98361442907347
DREAMS GOURMET INC.,"170, COURT ST, BROOKLYN, 11201",718-923-1662,40.68807014240668,-73.99315978454902
Y B MARKET INC.,"80, 7TH AVE, BROOKLYN, 11217",718-230-7553,40.6749503926206,-73.9751464579095
JW&P SERVICES INC,"321, CHURCH AVE, BROOKLYN, 11218",718-559-6686,40.6437509037269,-73.97720121366302
"GEM FINANCIAL SERVICES, INC.","230, FLATBUSH AVE, BROOKLYN, 11217",7189911244,40.68063478327957,-73.97497849078086
GOURMET FRESH LLC,"437, COURT ST, BROOKLYN, 11231",718-797-3352,40.678268744481116,-73.9978584655665
"LA REINA MORENA DELI & GROCERY, CORP.","1001, 39TH ST, BROOKLYN, 11219",3477427916,40.644406180058816,-73.99253365754124
BERNSTEIN & FAMA LLC,"500, 4TH AVE, BROOKLYN, 11215",9178415158,40.668356979547454,-73.99039696977455
XCELENT CONTRACTOR CORP.,"663, DEGRAW ST, BROOKLYN, 11217",7183987007,40.6782122942549,-73.98096415433403
MAGIC GROCERY CORP.,"301, CHURCH AVE, BROOKLYN, 11218",718-854-1449,40.64369877775112,-73.97732735079035
"RASHID,MD H","1322, 44TH ST, BROOKLYN, 11219",9178928390,40.63740939217508,-73.9885350334443
BUSH DELI CORP.,"507, CLINTON ST, BROOKLYN, 11231",718-243-1442,40.678540497009884,-73.99998557883396
"ALAM, MOHAMMED D","4109, 15TH AVE, BROOKLYN, 11219",7186860597,40.63672527913815,-73.98316302965193
JIMMY'S DELI INC I,"239, 9TH ST, BROOKLYN, 11215",718-369-4907,40.670552685584404,-73.9891025089841
"FLEET AUTO ENTERPRISE, INC","169, 2ND AVE, BROOKLYN, 11215",7187681818,40.66997945770909,-73.9955588509702
CARROLL GARDENS FLORIST INC.,"373, COURT ST, BROOKLYN, 11231",7188552707,40.68068411758996,-73.99669744681643
"GREEN IVY 1, INC","246, 4TH AVE, BROOKLYN, 11215",646-715-5552,40.67663994149447,-73.98357836504765
VILA WINDOW & GLASS INC,"640, DITMAS AVE, BROOKLYN, 11218",9176153725,40.636223516548135,-73.9718569253196
"GAMESTOP, INC.","527, 5TH AVE, BROOKLYN, 11215",718-623-2151,40.666397045021846,-73.9886057482649
345 COURT ST. CORP.,"345, COURT ST, BROOKLYN, 11231",7188525015,40.68228978476067,-73.99592218603973
FOOD LAND MINI MARKET INC,"204, CORTELYOU RD, BROOKLYN, 11218",7184357770,40.63807742691802,-73.97717793030566
5 STAR DELI GOURMET INC,"4407, FORT HAMILTON PKWY, BROOKLYN, 11219",347-809-1871,40.64069806968085,-73.994166343295
WEST 15 PARK LLC,"84, 14TH ST, BROOKLYN, 11215",2123606300,40.66909561146528,-73.99488121099445
"MARTINEZ, NELSON","370, COURT ST, BROOKLYN, 11231",718-624-2170,40.68157615634245,-73.99628998615245
NAGAR CONTRACTING CORP,"564, E 4TH ST, BROOKLYN, 11218",347-425-4326,40.63869742075767,-73.97558152769356
"THE LOVELY LAURA LAUNDRY COVE, LLC","289, COLUMBIA ST, BROOKLYN, 11231",6463639189,40.682221166721675,-74.0040417548592
A & D PRODUCE CORP.,"4401, NEW UTRECHT AVE, BROOKLYN, 11219",7184847012,40.640503197646964,-73.9943212994954
"SMITH CONVENIENCE, INC.","321, SMITH ST, BROOKLYN, 11231",718-852-6517,40.68114514240725,-73.99423491370007
SUNRISE CONTRACTING CORP.,"430, CONEY ISLAND AVE, BROOKLYN, 11218",7188642969,40.64732324953803,-73.97113152244336
"1102 8TH AVE. FOOD OF NY, CORP.","1102, 8TH AVE, BROOKLYN, 11215",718-768-4070,40.66445811127056,-73.98031205496004
2323 DEVELOPMENT CORP.,"694, SACKETT ST, BROOKLYN, 11217",7188572900,40.677600296728016,-73.98149790465446
"J. & R. TELEVISION & AIR CONDITIONING SERVICE & SALES, INC.","108, 7TH AVE, BROOKLYN, 11215",7186383040,40.67404200287496,-73.97575965466342
"MUNASER, ANIS M","156, UNION ST, BROOKLYN, 11231",718-625-7414,40.68379124395343,-74.00089057712327
ROYAL REMODELING INC.,"415, E 5TH ST, BROOKLYN, 11218",917 680-9118,40.64207892668149,-73.97525238796415
SMITH FINEST DELI & GRILL CORP.,"285, SMITH ST, BROOKLYN, 11231",347-578-3052,40.68217439497616,-73.99353536005016
"KADER, FAZLUL","51, CHESTER AVE, BROOKLYN, 11218",7184388347,40.6443147728216,-73.98429980228643
P. C. RICHARDS  & SONS LONG ISLAND CORPORATION,"590, ATLANTIC AVE, BROOKLYN, 11217",631-843-1670,40.68415140263273,-73.9777318458337
ABDUL CONSTRUCTION INC,"470, E 7TH ST, BROOKLYN, 11218",6462267533,40.64019528560585,-73.97211468202799
ECO BROOKLYN INC.,"22, 2ND ST, BROOKLYN, 11231",3472443016,40.679097559299905,-73.99459922819419
JIBON KUMAR DAS,"249, DAHILL RD, BROOKLYN, 11218",7188711784,40.64129213216358,-73.98020358522231
MEGHNA CONSTRUCTION CORP.,"211, DAHILL RD, BROOKLYN, 11218",7185010128,40.64193992254255,-73.98032590571226
SMITH FINEST DELI & GRILL CORP.,"285, SMITH ST, BROOKLYN, 11231",347-578-3052,40.68217439497616,-73.99353536005016
B UDDIN CONSTRUCTION LLC,"11, MICIELI PL, BROOKLYN, 11218",6465335395,40.64661183388476,-73.98208667204865
M & D WARSAW'S POLISH DELI CORP.,"4012, 14TH AVE, BROOKLYN, 11218",718-934-5651,40.638608433020956,-73.98481639305598
"DASHEN, INC.","17, AVENUE F, BROOKLYN, 11218",7186335999,40.63308214608741,-73.97837938290834
BREUCKELEN CONSTRUCTION GROUP,"98, 4TH ST, BROOKLYN, 11231",3475544501,40.67662442975466,-73.9929662783344
MAN-DELL FOOD STORES INC.,"130, 7TH AVE, BROOKLYN, 11215",7187688317,40.67307323874913,-73.9764413510266
"46 ST. FOOD CENTER, INC.","4602, FORT HAMILTON PKWY, BROOKLYN, 11219",718-438-2721,40.639737459802475,-73.99563653084162
CASTLES UNLIMITED LLC,"407, 10TH ST, BROOKLYN, 11215",3472777236,40.668082020589694,-73.98575412196132
"UDDIN, MD","S/W/C, FLATBUSH AVENUE, BROOKLYN, 11217",718-210-6587,40.68405253749512,-73.97745785403545
AMAR DESH FOOD INC.,"87, CHURCH AVE, BROOKLYN, 11218",718-633-0114,40.64256842304064,-73.9800050224287
KHH FOOD CORP.,"252, 5TH AVE, BROOKLYN, 11215",718-857-4819,40.67502294430024,-73.98144093804638
MNM GROCERY INC,"434, 5TH AVE, BROOKLYN, 11215",7187888008,40.66950659470012,-73.98603859714831
"DASHEN, INC.","17, AVENUE F, BROOKLYN, 11218",7186335999,40.63308214608741,-73.97837938290834
"468 DELI & GRILL, INC","468, MCDONALD AVE, BROOKLYN, 11218",718-438-4149,40.643174936201405,-73.97952559104216
"SLOPE FOODS, INC.","61, 5TH AVE, BROOKLYN, 11217",718-789-5962,40.68094543971689,-73.97737958504982
COMMERCIAL BUILDING AND RESTORATION,"119, 14TH ST, BROOKLYN, 11215",7183691001,40.66870306756166,-73.99403412257173
BAY  OF  BENGAL  SUPERMARKET  INC.,"88, CHURCH AVE, BROOKLYN, 11218",3477895656,40.64258213315527,-73.9799257446486
BRIGHT ZONE CONSTRUCTION CORP,"564, E 4TH ST, BROOKLYN, 11218",718 500-1819,40.63869742075767,-73.97558152769356
MATAMOROS FLAT FIX CORP.,"4105, NEW UTRECHT AVE, BROOKLYN, 11219",347-998-8890,40.643195828713395,-73.99425260608254
NEW APON GROCERY INC.,"415, CHURCH AVE, BROOKLYN, 11218",3472210101,40.6442310089074,-73.97605875983528
MODERN DREAM CONSTRUCTION LLC,"172, 5TH AVE, BROOKLYN, 11217",646-409-8522,40.677501187229055,-73.97973136679585
ZN DELI GROCERY CORP.,"230, 4TH AVE, BROOKLYN, 11215",718-996-4696,40.67716963141821,-73.98322131808956
"KAMAL, MOSTAFA","1013, 39TH ST, BROOKLYN, 11219",7188125272,40.64428265123201,-73.9923282752572
ARI URE,"3924A, 13TH AVE, BROOKLYN, 11218",7186332202,40.64045313785852,-73.98648787373986
"GARCIA, JUAN","4330, NEW UTRECHT AVE, BROOKLYN, 11219",718-435-2299,40.64148034062587,-73.99430680318022
GOWANUS GROCERS LLC,"414, 4TH AVE, BROOKLYN, 11215",9178264090,40.671609281093225,-73.98768199909765
357 FOOD CORP.,"357, 5TH AVE, BROOKLYN, 11215",7188321121,40.671677475928675,-73.9842068430655
MOON CONSTRUCTION CORP.,"1014, 38TH ST, BROOKLYN, 11219",7184359639,40.64478764675388,-73.99168319646746
"BRKLJACA, BENJAMIN","1239, 41ST ST, BROOKLYN, 11218",7186338471,40.64028045750733,-73.98872551103862
"AZAD, ABUL K","127, CORTELYOU RD, BROOKLYN, 11218",7184388500,40.63799250347121,-73.97802468806282
VINAYAK GROCERY INC.,"2, 2ND ST, BROOKLYN, 11231",646-331-8591,40.67932539654247,-73.99506790315681
"HUSSAIN,AKRAM","558, E 2ND ST, BROOKLYN, 11218",7186867176,40.637377514921454,-73.97722140648932
"DELIZZA, ROBERT W","45, E 3RD ST, BROOKLYN, 11218",7184363494,40.651263699681614,-73.97889244063995
"A.E. GREYSON & CO., INC.","612, 3RD ST, BROOKLYN, 11215",2123370929,40.668711452983054,-73.9748531923194
GOWANUS GROCERS LLC,"414, 4TH AVE, BROOKLYN, 11215",9178264090,40.671609281093225,-73.98768199909765
OFFICE SUPERSTORE EAST LLC,"348, 4TH AVE, BROOKLYN, 11215",5082535000,40.67366492238956,-73.98597283616363
ALEXANDER ABEND,"89, 4TH AVE, BROOKLYN, 11217",2128472170,40.681508647767494,-73.9802565447731
YU HUA CONSTRUCTION CORP.,"230, E 3RD ST, BROOKLYN, 11218",7184368955,40.6463778146916,-73.97798228720838
PROFICIENT HOME IMPROVEMENT CORP.,"397, 1ST ST, BROOKLYN, 11215",9179222668,40.67257149599278,-73.97930747858638
HERITAGE CONSTRUCTION NY CORP,"312, E 3RD ST, BROOKLYN, 11218",,40.64437953870996,-73.977604584796
DEPENDABLE GLASS & MIRROR CORP.,"112, 12TH ST, BROOKLYN, 11215",718-797-1717,40.67027032420616,-73.99382850625037
J.N.H. CONSTRUCTION CORP.,"1571, 42ND ST, BROOKLYN, 11219",7188512970,40.63542684884812,-73.98219416038434
"AMIN, NURUL","82, LOUISA ST, BROOKLYN, 11218",7188532020,40.642840545127214,-73.98237955687766
"DAVID SHANNON FLORIST, INC.","3380, FORT HAMILTON PKWY, BROOKLYN, 11218",7184364521,40.64646931026234,-73.98345606258943
"UDDIN, MOHAMMED","1406, 35TH ST, BROOKLYN, 11218",7188531726,40.64133899963967,-73.98143949689891
"J'S CUSTOM CONTRACTING, INC.","9, PROSPECT PARK W, BROOKLYN, 11215",7183986343,40.67177644486132,-73.97093348208921
"ROSE & STONE CONSTRUCTION, LLC","102, SEELEY ST, BROOKLYN, 11218",9173289864,40.6537147192976,-73.97850964646759
VILA WINDOW REPAIR INC.,"201, DITMAS AVE, BROOKLYN, 11218",3474135066,40.63570035565556,-73.97674998896684
PROTECTOR BUILDER GENERAL CONTRACTOR INC.,"3524, 12TH AVE, BROOKLYN, 11218",9177715721,40.644174902227284,-73.98515384922027
PRINCE FOOD MARKET INC,"59, 4TH AVE, NEW YORK, 10003",212-228-9600,40.682301738516266,-73.97940901864916
OUTLINE CONSTRUCTION LLC,"181, 7TH AVE, BROOKLYN, 11215",3473955358,40.67137998727877,-73.97782623247603
"J.D.C. GENERAL CONTRACTING, CORPORATION","3720, 13TH AVE, BROOKLYN, 11218",7184385630,40.64158658936947,-73.98530576348627
"SHAFAYET, HOSSEN","240, DAHILL RD, BROOKLYN, 11218",6467323881,40.641498001602265,-73.98026478007803
"DREAMLAND CONSTRUCTION, INC.","169, MINNA ST, BROOKLYN, 11218",7189720055,40.64459771182329,-73.9860546195243
"UHRIK, STEVEN L","87, LUQUER ST, BROOKLYN, 11231",7182372532,40.67791468254517,-74.00117891926237
"PATWARY, MOHAMMAD","685, E 4TH ST, BROOKLYN, 11218",9175666114,40.63516473041581,-73.9748874513371
SHAARA CONTRACTING INC,"226, DAHILL RD, BROOKLYN, 11218",347-291-4057,40.64174778510277,-73.98031154914882
SONIA J. CONSTRUCTION CORP,"583, E 5TH ST, BROOKLYN, 11218",9175018269,40.63776668915678,-73.9744360860535
"FRESH, MARK L","465, OCEAN PKWY, BROOKLYN, 11218",9177148361,40.63720640715453,-73.97292661917739
DIP CONTRACTING LIMITED LIABILITY COMPANY,"122, CHESTER AVE, BROOKLYN, 11218",6464795379,40.64238500835129,-73.98302827802094
N.T HOQUE CONTRACTING LLC,"158, TEHAMA ST, BROOKLYN, 11218",7188689642,40.643274642816046,-73.98538826962073
STANDARD CONTRACTING CO,"239, DAHILL RD, BROOKLYN, 11218",7189720514,40.641462314440865,-73.98023596432698
ALADDIN PLUMBING CORP.,"55, GARNET ST, BROOKLYN, 11231",7187834621,40.6742009968119,-73.99834888392478
STEVEN DOUKAS,"609, 20TH ST, BROOKLYN, 11218",6467021301,40.65417611796772,-73.9800375832118
EDSON CONSTRUCTION CORP.,"3400, FORT HAMILTON PKWY, BROOKLYN, 11218",7187683476,40.64625255032064,-73.98400745901267
P & S CONTRACTOR INC,"377, OCEAN PKWY, BROOKLYN, 11218",718-223-0952,40.639742702347725,-73.97340841833179
"ASHAN CONSTRUCTION CO, LLC","564, E 3RD ST, BROOKLYN, 11218",7184276609,40.63858507743126,-73.97650757396379
"CONSTRUCTION SERVICES OF NY, INC.","140, 2ND ST, BROOKLYN, 11231",7182464747,40.677241847046865,-73.99074900210144
7TH AVE SMOKE SHOP CORP,"317, 7TH AVE, BROOKLYN, 11215",718-965-1596,40.66721403298313,-73.98129892365162
"RENT-A-CENTER EAST, INC.","590, ATLANTIC AVE, BROOKLYN, 11217",9728011904,40.68415140263273,-73.9777318458337
9TH STREET WIRELESS INC,"315, 9TH ST, BROOKLYN, 11215",718-788-6400,40.668935651130134,-73.9857935921354
PREMIER CONTRACTING USA INC,"588, E 7TH ST, BROOKLYN, 11218",7186931106,40.637389982690074,-73.97157899710379
"AHAMED, HOSSAIN","1270, 43RD ST, BROOKLYN, 11219",917-239-3446,40.63884499848229,-73.98939954203203
"SARIK AUTO BODY, INC.","1305, 36TH ST, BROOKLYN, 11218",718-437-3294,40.64212993236053,-73.9843615728774
AMERICAN KINETICS LAB INC,"87, 4TH AVE, BROOKLYN, 11217",3478504550,40.68155804810231,-73.98022408105467
ANANDA GENERAL CONSTRUCTION CORP.,"465, OCEAN PKWY, BROOKLYN, 11218",917 497-6719,40.63720640715453,-73.97292661917739
"AZENA JEWELRY, INC.","500, 5TH AVE, BROOKLYN, 11215",718-788-4900,40.667289024430715,-73.98788826389756
WONDER AUTO INC,"3908, 12TH AVE, BROOKLYN, 11218",7188533378,40.64184223022809,-73.98862075119985
ECLIPTICNOW LLC,"605, 17TH ST, BROOKLYN, 11218",917-664-9660,40.65614114880739,-73.97873952601638
MILEA TRUCK SALES OF BROOKLYN CORP,"64, UNION ST, BROOKLYN, 11231",,40.68481770106688,-74.00457554561254
"HOUGHTON, CHRIS","77, STERLING PL, BROOKLYN, 11217",7186232170,40.67788192939642,-73.97569696958264
SAIFUL ISLAM,"564, E 4TH ST, BROOKLYN, 11218",631-530-6378,40.63869742075767,-73.97558152769356
CITYWIDE CAR SALES LLC,"783, MCDONALD AVE, BROOKLYN, 11218",3475077777,40.63480028930565,-73.97788522504547
"HAMILTON AVENUE AUTO SALES, INC.","39, 16TH ST, BROOKLYN, 11215",718-788-5900,40.66753109486444,-73.9950255189177
A&R AUTO SALES ENT INC,"3901, 16TH AVE, BROOKLYN, 11218",718-435-4371,40.63654906444461,-73.97976182046445
"APPLE AND HONEY, LLC","53, 9TH ST, BROOKLYN, 11215",7188515870,40.67359157616472,-73.99538917431298
ROYAL COLLISION N.Y. INC.,"1469, 39TH ST, BROOKLYN, 11218",7188716168,40.638457168334774,-73.9826833769181
B & A APPLIANCES INC.,"611, 6TH AVE, BROOKLYN, 11215",7183690901,40.662974260329825,-73.98814856775185
CIGAR VAPE INC I,"452, 5TH AVE, BROOKLYN, 11215",,40.6689082926649,-73.98653618076982
KHOKON CONVENIENCE INC.,"445, 7TH AVE, BROOKLYN, 11215",718-499-6547,40.663069928137716,-73.9847567582242
5TH AVENUE CANDY & GROCERY INC,"439, 5TH AVE, BROOKLYN, 11215",,40.66934741072643,-73.98614677430808
215 FINE FOOD DELI CORP.,"215, 4TH AVE, BROOKLYN, 11215",718-636-1835,40.67726019631263,-73.98313476996749
DREAMS GOURMET INC.,"170, COURT ST, BROOKLYN, 11201",718-923-1662,40.68807014240668,-73.99315978454902
"CARROLL GARDEN DELI GROCERY, INC","245, COLUMBIA ST, BROOKLYN, 11231",718-875-6276,40.68381864844352,-74.00327746938427
JUSTIN WANG DELI INC.,"3924, FORT HAMILTON PKWY, BROOKLYN, 11218",7188083186,40.64301718814375,-73.99073573027077
559 SMOKE SHOP INC,"559, 4TH AVE, BROOKLYN, 11215",718-404-7897,40.666224420414906,-73.99214912495523
"468 DELI & GRILL, INC.","468, MCDONALD AVE, BROOKLYN, 11218",,40.643174936201405,-73.97952559104216
PROSPECT PARK FOOD CORP.,"155, PROSPECT PARK SW, BROOKLYN, 11218",718-854-6983,40.65497075412529,-73.97336991233453
"HAMILTON GAS & CONVENIENCE, INC.","327, HAMILTON AVE, BROOKLYN, 11231",347-834-2769,40.675106782574844,-74.000648919061
KAZI CONSTRUCTION CORP.,"3419, 14TH AVE, BROOKLYN, 11218",7189244142,40.641896180006434,-73.98137087899275
